"group","@id","rfds:label","rdfs:comment","rdfs:label.zh-cn","rdfs:comment.zh-cn"
"property","http://schema.org/openingHoursSpecification",,"The opening hours of a certain place.","详细开放时间","详细的开放时间"
"property","http://schema.org/opens",,"The opening hour of the place or service on the given day(s) of the week.","开放小时","一天中具体的开放小时"
"property","http://schema.org/operatingSystem",,"Operating systems supported (Windows 7, OSX 10.6, Android 1.6).","操作系统","支持的操作系统"
"property","http://schema.org/opponent",,"A sub property of participant. The opponent on this action.",,
"property","http://schema.org/option",,"A sub property of object. The options subject to this action.",,
"property","http://schema.org/orderDate",,"Date order was placed.",,
"property","http://schema.org/orderDelivery",,"The delivery of the parcel related to this order or order item.",,
"property","http://schema.org/orderItemNumber",,"The identifier of the order item.",,
"property","http://schema.org/orderItemStatus",,"The current status of the order item.",,
"property","http://schema.org/orderNumber",,"The identifier of the transaction.",,
"property","http://schema.org/orderQuantity",,"The number of the item ordered. If the property is not set, assume the quantity is one.",,
"property","http://schema.org/orderStatus",,"The current status of the order.",,
"property","http://schema.org/orderedItem",,"The item ordered.",,
"property","http://schema.org/organizer",,"An organizer of an Event.",,
"property","http://schema.org/originAddress",,"Shipper's address.",,
"property","http://schema.org/ownedFrom",,"The date and time of obtaining the product.",,
"property","http://schema.org/ownedThrough",,"The date and time of giving up ownership on the product.",,
"property","http://schema.org/owns",,"Products owned by the organization or person.","拥有","结构或人拥有一个产品"
"property","http://schema.org/pageEnd",,"The page on which the work ends; for example ""138"" or ""xvi"".",,
"property","http://schema.org/pageStart",,"The page on which the work starts; for example ""135"" or ""xiii"".",,
"property","http://schema.org/pagination",,"Any description of pages that is not separated into pageStart and pageEnd; for example, ""1-6, 9, 55"" or ""10-12, 46-49"".",,
"property","http://schema.org/parent",,"A parent of this person.","父母","此人的父母"
"property","http://schema.org/parentItem",,"The parent of a question, answer or item in general.",,
"property","http://schema.org/parentOrganization",,"The larger organization that this organization is a <a class=""localLink"" href=""http://schema.org/subOrganization"">subOrganization</a> of, if any.",,
"property","http://schema.org/parentService",,"A broadcast service to which the broadcast service may belong to such as regional variations of a national channel.",,
"property","http://schema.org/parents",,"A parents of the person.","父母","此人的父母"
"property","http://schema.org/partOfEpisode",,"The episode to which this clip belongs.",,
"property","http://schema.org/partOfInvoice",,"The order is being paid as part of the referenced Invoice.",,
"property","http://schema.org/partOfOrder",,"The overall order the items in this delivery were included in.",,
"property","http://schema.org/partOfSeason",,"The season to which this episode belongs.","所属季","该集所属的电视剧季"
"property","http://schema.org/partOfSeries",,"The series to which this episode or season belongs.",,
"property","http://schema.org/partOfTVSeries",,"The TV series to which this episode or season belongs.","所属剧集","所属剧集"
"property","http://schema.org/participant",,"Other co-agents that participated in the action indirectly. e.g. John wrote a book with <em>Steve</em>.",,
"property","http://schema.org/partySize",,"Number of people the reservation should accommodate.",,
"property","http://schema.org/passengerPriorityStatus",,"The priority status assigned to a passenger for security or boarding (e.g. FastTrack or Priority).",,
"property","http://schema.org/passengerSequenceNumber",,"The passenger's sequence number as assigned by the airline.",,
"property","http://schema.org/paymentAccepted",,"Cash, credit card, etc.","支付方式","服务接受的支付方式：现金，信用卡等"
"property","http://schema.org/paymentDue",,"The date that payment is due.",,
"property","http://schema.org/paymentDueDate",,"The date that payment is due.",,
"property","http://schema.org/paymentMethod",,"The name of the credit card or other method of payment for the order.",,
"property","http://schema.org/paymentMethodId",,"An identifier for the method of payment used (e.g. the last 4 digits of the credit card).",,
"property","http://schema.org/paymentStatus",,"The status of payment; whether the invoice has been paid or not.",,
"property","http://schema.org/paymentUrl",,"The URL for sending a payment.",,
"property","http://schema.org/performer",,"A performer at the event&#x2014;for example, a presenter, musician, musical group or actor.","表演者","某个活动的表演者，比如 音乐家，音乐组合 或 演员"
"property","http://schema.org/performerIn",,"Event that this person is a performer or participant in.","参加表演","该表演者参加的活动"
"property","http://schema.org/performers",,"The main performer or performers of the event&#x2014;for example, a presenter, musician, or actor.","表演者","某个活动的表演者，比如 音乐家，音乐组合 或 演员"
"property","http://schema.org/permissionType",,"The type of permission granted the person, organization, or audience.",,
"property","http://schema.org/permissions",,"Permission(s) required to run the app (for example, a mobile app may require full internet access or may run only on wifi).","权限","软件运行需要的权限(如，一个移动应用需要全internet访问或只能在wifi上)"
"property","http://schema.org/permitAudience",,"The target audience for this permit.",,
"property","http://schema.org/permittedUsage",,"Indications regarding the permitted usage of the accommodation.",,
"property","http://schema.org/petsAllowed",,"Indicates whether pets are allowed to enter the accommodation or lodging business. More detailed information can be put in a text value.",,
"property","http://schema.org/photo",,"A photograph of this place.","照片","一个地点的照片"
"property","http://schema.org/photos",,"Photographs of this place.","照片","一个地点的照片"
"property","http://schema.org/pickupLocation",,"Where a taxi will pick up a passenger or a rental car can be picked up.",,
"property","http://schema.org/pickupTime",,"When a taxi will pickup a passenger or a rental car can be picked up.",,
"property","http://schema.org/playMode",,"Indicates whether this game is multi-player, co-op or single-player.  The game can be marked as multi-player, co-op and single-player at the same time.",,
"property","http://schema.org/playerType",,"Player type required&#x2014;for example, Flash or Silverlight.","播放器类型","媒体的播放器类型，如 flash 或 silverlight"
"property","http://schema.org/playersOnline",,"Number of players on the server.",,
"property","http://schema.org/polygon",,"A polygon is the area enclosed by a point-to-point path for which the starting and ending points are the same. A polygon is expressed as a series of four or more space delimited points where the first and final points are identical.","多边形","多边形"
"property","http://schema.org/position",,"The position of an item in a series or sequence of items.",,
"property","http://schema.org/postOfficeBoxNumber",,"The post office box number for PO box addresses.","邮箱号","邮箱号 或 邮箱地址"
"property","http://schema.org/postalCode",,"The postal code. For example, 94043.","邮政编码","邮政编码"
"property","http://schema.org/potentialAction",,"Indicates a potential Action, which describes an idealized action in which this thing would play an 'object' role.",,
"property","http://schema.org/predecessorOf",,"A pointer from a previous, often discontinued variant of the product to its newer variant.",,
"property","http://schema.org/prepTime",,"The length of time it takes to prepare the recipe, in <a href=""http://en.wikipedia.org/wiki/ISO_8601"">ISO 8601 duration format</a>.","准备时间","菜的预处理准备时间，如提前腌制30分钟等"
"property","http://schema.org/previousItem",,"A link to the ListItem that preceeds the current one.",,
"property","http://schema.org/previousStartDate",,"Used in conjunction with eventStatus for rescheduled or cancelled events. This property contains the previously scheduled start date. For rescheduled events, the startDate property should be used for the newly scheduled start date. In the (rare) case of an event that has been postponed and rescheduled multiple times, this field may be repeated.",,
"property","http://schema.org/price",,"<p>The offer price of a product, or of a price component when attached to PriceSpecification and its subtypes.</p>

<p>Usage guidelines:</p>

<ul>
<li>Use the <a class=""localLink"" href=""http://schema.org/priceCurrency"">priceCurrency</a> property (with <a href=""http://en.wikipedia.org/wiki/ISO_4217#Active_codes"">ISO 4217 codes</a> e.g. ""USD"") instead of
  including <a href=""http://en.wikipedia.org/wiki/Dollar_sign#Currencies_that_use_the_dollar_or_peso_sign"">ambiguous symbols</a> such as '$' in the value.</li>
<li>Use '.' (Unicode 'FULL STOP' (U+002E)) rather than ',' to indicate a decimal point. Avoid using these symbols as a readability separator.</li>
<li>Note that both <a href=""http://www.w3.org/TR/xhtml-rdfa-primer/#using-the-content-attribute"">RDFa</a> and Microdata syntax allow the use of a ""content="" attribute for publishing simple machine-readable values alongside more human-friendly formatting.</li>
<li>Use values from 0123456789 (Unicode 'DIGIT ZERO' (U+0030) to 'DIGIT NINE' (U+0039)) rather than superficially similiar Unicode symbols.</li>
</ul>
","价格","一个产品或服务的价格"
"property","http://schema.org/priceComponent",,"This property links to all <a class=""localLink"" href=""http://schema.org/UnitPriceSpecification"">UnitPriceSpecification</a> nodes that apply in parallel for the <a class=""localLink"" href=""http://schema.org/CompoundPriceSpecification"">CompoundPriceSpecification</a> node.",,
"property","http://schema.org/priceCurrency",,"The currency (in 3-letter ISO 4217 format) of the price or a price component, when attached to <a class=""localLink"" href=""http://schema.org/PriceSpecification"">PriceSpecification</a> and its subtypes.","价格货币类型","价格货币类型，3-letter ISO 4217 format"
"property","http://schema.org/priceRange",,"The price range of the business, for example <code>$$$</code>.","价格范围","价格范围"
"property","http://schema.org/priceSpecification",,"One or more detailed price specifications, indicating the unit price and delivery or payment charges.","详细价格","详细价格"
"property","http://schema.org/priceType",,"A short text or acronym indicating multiple price specifications for the same offer, e.g. SRP for the suggested retail price or INVOICE for the invoice price, mostly used in the car industry.","价格类型","价格类型，通常用于说明一个商品在不同情况下的不同价格"
"property","http://schema.org/priceValidUntil",,"The date after which the price is no longer available.","价格有效截止","价格有效截止"
"property","http://schema.org/primaryImageOfPage",,"Indicates the main image on the page.","页面主图","页面主图"
"property","http://schema.org/printColumn",,"The number of the column in which the NewsArticle appears in the print edition.","打印列数","文章打印版本的列数"
"property","http://schema.org/printEdition",,"The edition of the print product in which the NewsArticle appears.","印刷版本","印刷版本"
"property","http://schema.org/printPage",,"If this NewsArticle appears in print, this field indicates the name of the page on which the article is found. Please note that this field is intended for the exact page name (e.g. A5, B18).",,"打印页幅，如 A4 B18"
"property","http://schema.org/printSection",,"If this NewsArticle appears in print, this field indicates the print section in which the article appeared.","打印区块","打印区块"
"property","http://schema.org/processingTime",,"Estimated processing time for the service using this channel.",,
"property","http://schema.org/processorRequirements",,"Processor architecture required to run the application (e.g. IA64).","处理器需求","应用软件对处理器的需求"
"property","http://schema.org/producer",,"The person or organization who produced the work (e.g. music album, movie, tv/radio series etc.).","制作方","电影，电视剧 的制作方"
"property","http://schema.org/produces",,"The tangible thing generated by the service, e.g. a passport, permit, etc.",,
"property","http://schema.org/productID",,"The product identifier, such as ISBN. For example: <code>meta itemprop=""productID"" content=""isbn:123-456-789""</code>.","产品编号","产品编号，如 ISBN "
"property","http://schema.org/productSupported",,"The product or service this support contact point is related to (such as product support for a particular product line). This can be a specific product or product line (e.g. ""iPhone"") or a general category of products or services (e.g. ""smartphones"").",,
"property","http://schema.org/productionCompany",,"The production company or studio responsible for the item e.g. series, video game, episode etc.","制片商","电影或电视据的制片公司"
"property","http://schema.org/productionDate",,"The date of production of the item, e.g. vehicle.",,
"property","http://schema.org/proficiencyLevel",,"Proficiency needed for this content; expected values: 'Beginner', 'Expert'.","门槛分级","内容的门槛分级，如 入门，专家"
"property","http://schema.org/programMembershipUsed",,"Any membership in a frequent flyer, hotel loyalty program, etc. being applied to the reservation.",,
"property","http://schema.org/programName",,"The program providing the membership.",,
"property","http://schema.org/programmingLanguage",,"The computer programming language.","编程语言","计算机编程语言"
"property","http://schema.org/programmingModel",,"Indicates whether API is managed or unmanaged.","编程模型","说明API是托管的或非托管的"
"property","http://schema.org/propertyID",,"A commonly used identifier for the characteristic represented by the property, e.g. a manufacturer or a standard code for a property. propertyID can be
(1) a prefixed string, mainly meant to be used with standards for product properties; (2) a site-specific, non-prefixed string (e.g. the primary key of the property or the vendor-specific id of the property), or (3)
a URL indicating the type of the property, either pointing to an external vocabulary, or a Web resource that describes the property (e.g. a glossary entry).
Standards bodies should promote a standard prefix for the identifiers of properties from their standards.",,
"property","http://schema.org/proteinContent",,"The number of grams of protein.","蛋白质","蛋白质含量"
"property","http://schema.org/provider",,"The service provider, service operator, or service performer; the goods producer. Another party (a seller) may offer those services or goods on behalf of the provider. A provider may also serve as the seller.","提供者","作品的提供者，人或机构，比如某个站点"
"property","http://schema.org/providerMobility",,"Indicates the mobility of a provided service (e.g. 'static', 'dynamic').",,
"property","http://schema.org/providesBroadcastService",,"The BroadcastService offered on this channel.",,
"property","http://schema.org/providesService",,"The service provided by this channel.",,
"property","http://schema.org/publication",,"A publication event associated with the item.",,
"property","http://schema.org/publishedOn",,"A broadcast service associated with the publication event.",,
"property","http://schema.org/publisher",,"The publisher of the creative work.","出版社","作品的出版社"
"property","http://schema.org/publishingPrinciples",,"Link to page describing the editorial principles of the organization primarily responsible for the creation of the CreativeWork.","发布准则","作品发布准则"
"property","http://schema.org/purchaseDate",,"The date the item e.g. vehicle was purchased by the current owner.",,
"property","http://schema.org/qualifications",,"Specific qualifications required for this role.","资格需求","工作职位的资格需求"
"property","http://schema.org/query",,"A sub property of instrument. The query used on this action.",,
"property","http://schema.org/quest",,"The task that a player-controlled character, or group of characters may complete in order to gain a reward.",,
"property","http://schema.org/question",,"A sub property of object. A question.",,
"property","http://schema.org/ratingCount",,"The count of total number of ratings.","评分数量","评分的总数"
"property","http://schema.org/ratingValue",,"The rating for the content.","评价分","对内容的评价分"
"property","http://schema.org/readonlyValue",,"Whether or not a property is mutable.  Default is false. Specifying this for a property that also has a value makes it act similar to a ""hidden"" input in an HTML form.",,
"property","http://schema.org/realEstateAgent",,"A sub property of participant. The real estate agent involved in the action.",,
"property","http://schema.org/recipe",,"A sub property of instrument. The recipe/instructions used to perform the action.",,
"property","http://schema.org/recipeCategory",,"The category of the recipe—for example, appetizer, entree, etc.","菜谱类型","菜谱类型，如 开胃菜单，主食菜单"
"property","http://schema.org/recipeCuisine",,"The cuisine of the recipe (for example, French or Ethiopian).","菜系","菜系, 如果中餐，法餐"
"property","http://schema.org/recipeIngredient",,"A single ingredient used in the recipe, e.g. sugar, flour or garlic.",,
"property","http://schema.org/recipeInstructions",,"A step or instruction involved in making the recipe.","食谱做法","食谱做法"
"property","http://schema.org/recipeYield",,"The quantity produced by the recipe (for example, number of people served, number of servings, etc).","菜品分量","菜品的份量约够为多少人食用"
"property","http://schema.org/recipient",,"A sub property of participant. The participant who is at the receiving end of the action.",,
"property","http://schema.org/recordLabel",,"The label that issued the release.",,
"property","http://schema.org/recordedAs",,"An audio recording of the work.",,
"property","http://schema.org/recordedAt",,"The Event where the CreativeWork was recorded. The CreativeWork may capture all or part of the event.",,
"property","http://schema.org/recordedIn",,"The CreativeWork that captured all or part of this Event.",,
"property","http://schema.org/recordingOf",,"The composition this track is a recording of.",,
"property","http://schema.org/referenceQuantity",,"The reference quantity for which a certain price applies, e.g. 1 EUR per 4 kWh of electricity. This property is a replacement for unitOfMeasurement for the advanced cases where the price does not relate to a standard unit.",,
"property","http://schema.org/referencesOrder",,"The Order(s) related to this Invoice. One or more Orders may be combined into a single Invoice.",,
"property","http://schema.org/regionsAllowed",,"The regions where the media is allowed. If not specified, then it's assumed to be allowed everywhere. Specify the countries in <a href=""http://en.wikipedia.org/wiki/ISO_3166"">ISO 3166 format</a>.","允许的地区","媒体对象允许的地区"
"property","http://schema.org/relatedLink",,"A link related to this web page, for example to other related web pages.","相关页面","相关页面"
"property","http://schema.org/relatedTo",,"The most generic familial relation.","亲属","通常的亲属"
"property","http://schema.org/releaseDate",,"The release date of a product or product model. This can be used to distinguish the exact variant of a product.","发布日期","产品的发布时间,可用于区分产品的变化"
"property","http://schema.org/releaseNotes",,"Description of what changed in this version.","发布说明","说明在新版本中包含的变化"
"property","http://schema.org/releaseOf",,"The album this is a release of.",,
"property","http://schema.org/releasedEvent",,"The place and time the release was issued, expressed as a PublicationEvent.",,
"property","http://schema.org/remainingAttendeeCapacity",,"The number of attendee places for an event that remain unallocated.",,
"property","http://schema.org/replacee",,"A sub property of object. The object that is being replaced.",,
"property","http://schema.org/replacer",,"A sub property of object. The object that replaces.",,
"property","http://schema.org/replyToUrl",,"The URL at which a reply may be posted to the specified UserComment.","回复URL","回复链接"
"property","http://schema.org/reportNumber",,"The number or other unique designator assigned to a Report by the publishing organization.",,
"property","http://schema.org/representativeOfPage",,"Indicates whether this image is representative of the content of the page.","是否代表图片","该图片是否是该页面的代表图片"
"property","http://schema.org/requiredCollateral",,"Assets required to secure loan or credit repayments. It may take form of third party pledge, goods, financial instruments (cash, securities, etc.)",,
"property","http://schema.org/requiredGender",,"Audiences defined by a person's gender.",,
"property","http://schema.org/requiredMaxAge",,"Audiences defined by a person's maximum age.",,
"property","http://schema.org/requiredMinAge",,"Audiences defined by a person's minimum age.",,
"property","http://schema.org/requirements",,"Component dependency requirements for application. This includes runtime environments and shared libraries that are not included in the application distribution package, but required to run the application (Examples: DirectX, Java or .NET runtime).","运行需求","应用软件运行的基本需求，如 DirectX,Java 等"
"property","http://schema.org/requiresSubscription",,"Indicates if use of the media require a subscription  (either paid or free). Allowed values are <code>true</code> or <code>false</code> (note that an earlier version had 'yes', 'no').","是否需要申请
      Indicates if use of the media require a subscription  (either paid or free). Allowed values are <code>true</code> or <code>false</code> (note that an earlier version had 'yes', 'no').
      该媒体资源是否需要申请（包括免费 或 收费）
      Domain: MediaObject
      Range: Boolean
    ","该媒体资源是否需要申请（包括免费 或 收费）"
"property","http://schema.org/reservationFor",,"The thing -- flight, event, restaurant,etc. being reserved.",,
"property","http://schema.org/reservationId",,"A unique identifier for the reservation.",,
"property","http://schema.org/reservationStatus",,"The current status of the reservation.",,
"property","http://schema.org/reservedTicket",,"A ticket associated with the reservation.",,
"property","http://schema.org/responsibilities",,"Responsibilities associated with this role.","职责","角色的职责"
"property","http://schema.org/result",,"The result produced in the action. e.g. John wrote <em>a book</em>.",,
"property","http://schema.org/resultComment",,"A sub property of result. The Comment created or sent as a result of this action.",,
"property","http://schema.org/resultReview",,"A sub property of result. The review that resulted in the performing of the action.",,
"property","http://schema.org/review",,"A review of the item.","评论","该项的评论"
"property","http://schema.org/reviewBody",,"The actual body of the review.","评论正文","评论的正文"
"property","http://schema.org/reviewCount",,"The count of total number of reviews.","评论数","评论的总数"
"property","http://schema.org/reviewRating",,"The rating given in this review. Note that reviews can themselves be rated. The <code>reviewRating</code> applies to rating given by the review. The <a class=""localLink"" href=""http://schema.org/aggregateRating"">aggregateRating</a> property applies to the review itself, as a creative work.","评论评分","评论的评分. 评论本身也是一个 CreativeWork, 它也可以被评论并获得评分"
"property","http://schema.org/reviewedBy",,"People or organizations that have reviewed the content on this web page for accuracy and/or completeness.","评论人","给出评论的人或组织"
"property","http://schema.org/reviews",,"Review of the item.","评论","该项的评论"
"property","http://schema.org/roleName",,"A role played, performed or filled by a person or organization. For example, the team of creators for a comic book might fill the roles named 'inker', 'penciller', and 'letterer'; or an athlete in a SportsTeam might play in the position named 'Quarterback'.",,
"property","http://schema.org/rsvpResponse",,"The response (yes, no, maybe) to the RSVP.",,
"property","http://schema.org/runtime",,"Runtime platform or script interpreter dependencies (Example - Java v1, Python2.3, .Net Framework 3.0).","运行平台","运行时平台或脚本解析器的依赖（比如，Java，Python2.3 或 .Net Framework 3.0）"
"property","http://schema.org/runtimePlatform",,"Runtime platform or script interpreter dependencies (Example - Java v1, Python2.3, .Net Framework 3.0).",,
"property","http://schema.org/salaryCurrency",,"The currency (coded using <a href=""http://en.wikipedia.org/wiki/ISO_4217"">ISO 4217</a> ) used for the main salary information in this job posting or for this employee.","薪酬货币","薪酬货币"
"property","http://schema.org/sameAs",,"URL of a reference Web page that unambiguously indicates the item's identity. E.g. the URL of the item's Wikipedia page, Wikidata entry, or official website.",,
"property","http://schema.org/sampleType",,"What type of code sample: full (compile ready) solution, code snippet, inline code, scripts, template.","样例类型","整体解决方案（编译过的），代码片段，脚本，模版等"
"property","http://schema.org/saturatedFatContent",,"The number of grams of saturated fat.","饱和脂肪","饱和脂肪含量"
"property","http://schema.org/scheduledPaymentDate",,"The date the invoice is scheduled to be paid.",,
"property","http://schema.org/scheduledTime",,"The time the object is scheduled to.",,
"property","http://schema.org/schemaVersion",,"Indicates (by URL or string) a particular version of a schema used in some CreativeWork. For example, a document could declare a schemaVersion using an URL such as http://schema.org/version/2.0/ if precise indication of schema version was required by some application.",,
"property","http://schema.org/screenCount",,"The number of screens in the movie theater.",,
"property","http://schema.org/screenshot",,"A link to a screenshot image of the app.","截屏","应用软件的截屏"
"property","http://schema.org/season",,"A season in a media series.","电视剧季","电视剧的季"
"property","http://schema.org/seasonNumber",,"Position of the season within an ordered group of seasons.","季序号","季序号"
"property","http://schema.org/seasons",,"A season in a media series.","电视剧季","电视剧的季"
"property","http://schema.org/seatNumber",,"The location of the reserved seat (e.g., 27).",,
"property","http://schema.org/seatRow",,"The row location of the reserved seat (e.g., B).",,
"property","http://schema.org/seatSection",,"The section location of the reserved seat (e.g. Orchestra).",,
"property","http://schema.org/seatingType",,"The type/class of the seat.",,
"property","http://schema.org/securityScreening",,"The type of security screening the passenger is subject to.",,
"property","http://schema.org/seeks",,"A pointer to products or services sought by the organization or person (demand).",,
"property","http://schema.org/seller",,"An entity which offers (sells / leases / lends / loans) the services / goods.  A seller may also be a provider.",,
"property","http://schema.org/sender",,"A sub property of participant. The participant who is at the sending end of the action.",,
"property","http://schema.org/serialNumber",,"The serial number or any alphanumeric identifier of a particular product. When attached to an offer, it is a shortcut for the serial number of the product included in the offer.","序列号","产品序列号"
"property","http://schema.org/serverStatus",,"Status of a game server.",,
"property","http://schema.org/servesCuisine",,"The cuisine of the restaurant.","菜式","饭店的菜式"
"property","http://schema.org/serviceArea",,"The geographic area where the service is provided.",,
"property","http://schema.org/serviceAudience",,"The audience eligible for this service.",,
"property","http://schema.org/serviceLocation",,"The location (e.g. civic structure, local business, etc.) where a person can go to access the service.",,
"property","http://schema.org/serviceOperator",,"The operating organization, if different from the provider.  This enables the representation of services that are provided by an organization, but operated by another organization like a subcontractor.",,
"property","http://schema.org/serviceOutput",,"The tangible thing generated by the service, e.g. a passport, permit, etc.",,
"property","http://schema.org/servicePhone",,"The phone number to use to access the service.",,
"property","http://schema.org/servicePostalAddress",,"The address for accessing the service by mail.",,
"property","http://schema.org/serviceSmsNumber",,"The number to access the service by text message.",,
"property","http://schema.org/serviceType",,"The type of service being offered, e.g. veterans' benefits, emergency relief, etc.",,
"property","http://schema.org/serviceUrl",,"The website to access the service.",,
"property","http://schema.org/servingSize",,"The serving size, in terms of the number of volume or mass.",,
"property","http://schema.org/sharedContent",,"A CreativeWork such as an image, video, or audio clip shared as part of this posting.",,
"property","http://schema.org/sibling",,"A sibling of the person.","兄弟姐妹","此人的兄弟姐妹"
"property","http://schema.org/siblings",,"A sibling of the person.","兄弟姐妹","此人的兄弟姐妹"
"property","http://schema.org/significantLink",,"One of the more significant URLs on the page. Typically, these are the non-navigation links that are clicked on the most.","重要link","页面上的重要link,通常是非导航link，但经常被点击"
"property","http://schema.org/significantLinks",,"The most significant URLs on the page. Typically, these are the non-navigation links that are clicked on the most.","重要link","页面上的重要link，通常是非导航link，但经常被点击"
"property","http://schema.org/skills",,"Skills required to fulfill this role.","技能需求","工作需要的技能需求"
"property","http://schema.org/sku",,"The Stock Keeping Unit (SKU), i.e. a merchant-specific identifier for a product or service, or the product to which the offer refers.",,
"property","http://schema.org/smokingAllowed",,"Indicates whether it is allowed to smoke in the place, e.g. in the restaurant, hotel or hotel room.",,
"property","http://schema.org/sodiumContent",,"The number of milligrams of sodium.","纳","纳含量量"
"property","http://schema.org/softwareAddOn",,"Additional content for a software application.",,
"property","http://schema.org/softwareHelp",,"Software application help.",,
"property","http://schema.org/softwareRequirements",,"Component dependency requirements for application. This includes runtime environments and shared libraries that are not included in the application distribution package, but required to run the application (Examples: DirectX, Java or .NET runtime).",,
"property","http://schema.org/softwareVersion",,"Version of the software instance.",,"该软件包的具体版本，如：官方版/正式版/专业版/测试版 等版本类型"
"property","http://schema.org/sourceOrganization",,"The Organization on whose behalf the creator was working.","作者所属机构","作者所属的机构或组织"
"property","http://schema.org/spatial",,"The range of spatial applicability of a dataset, e.g. for a dataset of New York weather, the state of New York.",,
"property","http://schema.org/spatialCoverage",,"The spatialCoverage of a CreativeWork indicates the place(s) which are the focus of the content. It is a subproperty of
      contentLocation intended primarily for more technical and detailed materials. For example with a Dataset, it indicates
      areas that the dataset describes: a dataset of New York weather would have spatialCoverage which was the place: the state of New York.",,
"property","http://schema.org/specialCommitments",,"Any special commitments associated with this job posting. Valid entries include VeteranCommit, MilitarySpouseCommit, etc.",,
"property","http://schema.org/specialOpeningHoursSpecification",,"The special opening hours of a certain place.</p>

<p>Use this to explicitly override general opening hours brought in scope by <a class=""localLink"" href=""http://schema.org/openingHoursSpecification"">openingHoursSpecification</a> or <a class=""localLink"" href=""http://schema.org/openingHours"">openingHours</a>.",,
"property","http://schema.org/specialty",,"One of the domain specialities to which this web page's content applies.","页面领域","页面主题领域"
"property","http://schema.org/sponsor",,"A person or organization that supports a thing through a pledge, promise, or financial contribution. e.g. a sponsor of a Medical Study or a corporate sponsor of an event.","赞助者","研究的赞助者"
"property","http://schema.org/sport",,"A type of sport (e.g. Baseball).",,
"property","http://schema.org/sportsActivityLocation",,"A sub property of location. The sports activity location where this action occurred.",,
"property","http://schema.org/sportsEvent",,"A sub property of location. The sports event where this action occurred.",,
"property","http://schema.org/sportsTeam",,"A sub property of participant. The sports team that participated on this action.",,
"property","http://schema.org/spouse",,"The person's spouse.","配偶","此人的配偶"
"property","http://schema.org/starRating",,"An official rating for a lodging business or food establishment, e.g. from national associations or standards bodies. Use the author property to indicate the rating organization, e.g. as an Organization with name such as (e.g. HOTREC, DEHOGA, WHR, or Hotelstars).",,
"property","http://schema.org/startDate",,"The start date and time of the item (in <a href=""http://en.wikipedia.org/wiki/ISO_8601"">ISO 8601 date format</a>).","开始时间","活动或事件的开始时间(使用href='http://en.wikipedia.org/wiki/ISO_8601'>ISO 8601 日期格式 </a> )"
"property","http://schema.org/startTime",,"The startTime of something. For a reserved event or service (e.g. FoodEstablishmentReservation), the time that it is expected to start. For actions that span a period of time, when the action was performed. e.g. John wrote a book from <em>January</em> to December.</p>

<p>Note that Event uses startDate/endDate instead of startTime/endTime, even when describing dates with times. This situation may be clarified in future revisions.",,
"property","http://schema.org/steeringPosition",,"The position of the steering wheel or similar device (mostly for cars).",,
"property","http://schema.org/stepValue",,"The stepValue attribute indicates the granularity that is expected (and required) of the value in a PropertyValueSpecification.",,
"property","http://schema.org/storageRequirements",,"Storage requirements (free space required).","存储需求","应用软件的存储空间需求"
"property","http://schema.org/streetAddress",,"The street address. For example, 1600 Amphitheatre Pkwy.","街道","街道地址"
"property","http://schema.org/subEvent",,"An Event that is part of this event. For example, a conference event includes many presentations, each of which is a subEvent of the conference.","子事件","该事件的子事件。比如，某一重大会议包括很多报告，每个报告都属于该会议的子会议。"
"property","http://schema.org/subEvents",,"Events that are a part of this event. For example, a conference event includes many presentations, each subEvents of the conference.","子事件","该事件的子事件。比如，某一重大会议包括很多报告，每个报告都属于该会议的子事件"
"property","http://schema.org/subOrganization",,"A relationship between two organizations where the first includes the second, e.g., as a subsidiary. See also: the more specific 'department' property.",,
"property","http://schema.org/subReservation",,"The individual reservations included in the package. Typically a repeated property.",,
"property","http://schema.org/subtitleLanguage",,"Languages in which subtitles/captions are available, in <a href=""http://tools.ietf.org/html/bcp47"">IETF BCP 47 standard format</a>.",,
"property","http://schema.org/successorOf",,"A pointer from a newer variant of a product  to its previous, often discontinued predecessor.",,
"property","http://schema.org/sugarContent",,"The number of grams of sugar.","含糖量","含糖量"
"property","http://schema.org/suggestedAnswer",,"An answer (possibly one of several, possibly incorrect) to a Question, e.g. on a Question/Answer site.",,
"property","http://schema.org/suggestedGender",,"The gender of the person or audience.","受众性别","对内容给出建议受众性别"
"property","http://schema.org/suggestedMaxAge",,"Maximal age recommended for viewing content.","受众最大年龄","建议的内容受众的最大年龄"
"property","http://schema.org/suggestedMinAge",,"Minimal age recommended for viewing content.","受众最小年龄","建议的受众的最小年龄"
"property","http://schema.org/suitableForDiet",,"Indicates a dietary restriction or guideline for which this recipe or menu item is suitable, e.g. diabetic, halal etc.",,
"property","http://schema.org/superEvent",,"An event that this event is a part of. For example, a collection of individual music performances might each have a music festival as their superEvent.","父事件","当前的事件的父事件，比如每一个音乐表演，都有一个音乐盛会作为其父事件"
"property","http://schema.org/supportingData",,"Supporting data for a SoftwareApplication.",,
"property","http://schema.org/surface",,"A material used as a surface in some artwork, e.g. Canvas, Paper, Wood, Board, etc.",,
"property","http://schema.org/target",,"Indicates a target EntryPoint for an Action.",,
"property","http://schema.org/targetCollection",,"A sub property of object. The collection target of the action.",,
"property","http://schema.org/targetDescription",,"The description of a node in an established educational framework.",,
